state,electorate,site_id,latitude,longitude,legs,description,layout_1,layout_1_enter,layout_2,layout_2_enter,layout_3,layout_3_enter,layout_4,layout_4_enter,layout_5,layout_5_enter,layout_6,layout_6_enter,leg1-2,leg1-3,leg1-4,leg1-5,leg1-6,leg2-1,leg2-3,leg2-4,leg2-5,leg2-6,leg3-1,leg3-2,leg3-4,leg3-5,leg3-6,leg4-1,leg4-2,leg4-3,leg4-5,leg4-6,leg5-1,leg5-2,leg5-3,leg5-4,leg5-6,leg6-1,leg6-2,leg6-3,leg6-4,leg6-5,leg1_enter,leg1_exit,leg1_total,leg2_enter,leg2_exit,leg2_total,leg3_enter,leg3_exit,leg3_total,leg4_enter,leg4_exit,leg4_total,leg5_enter,leg5_exit,leg5_total,leg6_enter,leg6_exit,leg6_total,female,male,not known,total,year,7:00 AM,7:15 AM,7:30 AM,7:45 AM,8:00 AM,8:15 AM,8:30 AM,8:45 AM,location,geolocation
VIC,Melbourne,4444,-37.822382,144.947632,5,"Path to McCrae St [E], Jim Stynes Bridge [SE], Webb Bridge [S], Navigation Drive [W], Harbour Esp [N]",86,266,150,330,175,355,281,101,348,168,,,2,0,2,1,,16,2,83,92,,0,1,4,33,,8,11,1,25,,13,386,74,139,,,,,,,5,37,42,193,400,593,38,77,115,45,228,273,612,151,763,,,,202,688,3,893,2019,63,82,90,109,141,152,156,100,POINT (144.947632 -37.822382),"-37.822382, 144.947632"
VIC,Melbourne,4445,-37.823025,144.97644,2,"Upstream direction [SE], Capital City Trail [NW]",143,323,323,143,,,,,,,,,427,,,,,119,,,,,,,,,,,,,,,,,,,,,,,,,427,119,546,119,427,546,,,,,,,,,,,,,141,404,1,546,2019,63,23,103,35,132,34,129,27,POINT (144.97644 -37.823025),"-37.823025, 144.97644"
VIC,Melbourne,4448,-37.823795,144.947479,3,"Capital City Trail [E], Path to marina [S], Webb Bridge [N]",100,280,190,10,345,165,,,,,,,81,85,,,,39,35,,,,94,139,,,,,,,,,,,,,,,,,,,166,133,299,74,220,294,233,120,353,,,,,,,,,,93,375,5,473,2019,26,37,46,73,74,69,68,80,POINT (144.947479 -37.823795000000004),"-37.823795, 144.947479"
VIC,Melbourne,4399,-37.787979,144.959,2,"Royal Pde/shared path [N], Royal Pde/shared path [S]",5,185,186,6,,,,,,,,,1098,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,1098,70,1168,70,1098,1168,,,,,,,,,,,,,452,715,1,1168,2017,60,88,114,181,193,141,277,114,POINT (144.959 -37.787979),"-37.787979, 144.959"
VIC,Melbourne,4417,-37.808903,144.966278,4,"La Trobe St [E], Russell St (city) [S], La Trobe St [W], Russell St [N]",70,250,160,340,250,70,340,160,,,,,12,450,9,,,4,5,9,,,142,26,6,,,2,56,17,,,,,,,,,,,,,471,148,619,18,94,112,174,472,646,75,24,99,,,,,,,230,493,15,738,2017,29,51,65,83,130,143,106,131,POINT (144.966278 -37.808903),"-37.808903, 144.966278"
VIC,Melbourne,4423,-37.810334,144.961361,4,"La Trobe towards Exhibition St [E], Elizabeth St [S], La Trobe St [W], Elizabeth St [N]",70,250,160,340,250,70,340,160,,,,,51,354,10,,,7,16,72,,,177,25,8,,,11,214,11,,,,,,,,,,,,,415,195,610,95,290,385,210,381,591,236,90,326,,,,,,,263,693,0,956,2017,51,68,90,116,148,173,160,150,POINT (144.961361 -37.810334),"-37.810334, 144.961361"
VIC,Melbourne,4427,-37.811749,144.956451,4,"La Trobe towards Exhibition St [E], William St [S], La Trobe St [W], William St [N]",70,250,160,340,250,70,340,160,,,,,47,136,2,,,3,11,29,,,258,53,17,,,18,396,67,,,,,,,,,,,,,185,279,464,43,496,539,328,214,542,481,48,529,,,,,,,290,747,0,1037,2017,73,65,103,113,184,174,194,131,POINT (144.956451 -37.811749000000006),"-37.811749, 144.956451"
VIC,Melbourne,4429,-37.812531,144.953873,4,"La Trobe [E], King St (city) [S], La Trobe St [W], King St [N]",70,250,160,340,250,70,340,160,,,,,13,202,7,,,8,1,8,,,256,15,1,,,10,29,7,,,,,,,,,,,,,222,274,496,17,57,74,272,210,482,46,16,62,,,,,,,61,495,1,557,2017,36,33,66,64,89,98,108,63,POINT (144.953873 -37.812531),"-37.812531, 144.953873"
VIC,Melbourne,4430,-37.81321,144.951431,4,"La Trobe St [E], Spencer St [S], La Trobe St [W], Spencer St [N]",70,250,160,340,250,70,340,160,,,,,11,123,4,,,13,12,34,,,326,29,3,,,8,32,4,,,,,,,,,,,,,138,347,485,59,72,131,358,139,497,44,41,85,,,,,,,136,447,16,599,2017,38,32,56,67,104,112,128,62,POINT (144.951431 -37.81321),"-37.81321, 144.951431"
VIC,Melbourne,4434,-37.815277,144.974854,3,"Wellington Pde [E], Flinders St [W], Spring St [N]",98,278,250,70,340,160,,,,,,,52,40,,,,9,82,,,,5,35,,,,,,,,,,,,,,,,,,,92,14,106,91,87,178,40,122,162,,,,,,,,,,63,160,0,223,2017,7,12,20,49,32,31,44,28,POINT (144.974854 -37.815277),"-37.815277, 144.974854"
VIC,Melbourne,4437,-37.818424,144.973917,3,"The footbridge [E], William Barak Footbridge [SE], Path to Swanston St [W]",86,266,113,293,267,87,,,,,,,8,511,,,,4,778,,,,148,148,,,,,,,,,,,,,,,,,,,519,152,671,782,156,938,296,1289,1585,,,,,,,,,,367,1230,0,1597,2017,88,136,166,214,259,252,256,226,POINT (144.973917 -37.818424),"-37.818424, 144.973917"
VIC,Melbourne,4439,-37.819073,144.954158,4,"Collins St towards Collins St [E], Spencer St [S], Collins St [W], Spencer St [N]",70,250,160,340,250,70,340,160,,,,,14,52,5,,,20,10,88,,,70,30,5,,,9,43,7,,,,,,,,,,,,,71,99,170,118,87,205,105,69,174,59,98,157,,,,,,,55,297,1,353,2017,28,40,31,51,53,48,45,57,POINT (144.954158 -37.819073),"-37.819073, 144.954158"
VIC,Melbourne,4443,-37.8211,144.955046,4,"Flinders St towards Spring St [E], Spencer St [S], Flinders St [W], Spencer St [N]",70,250,162,342,250,70,342,162,,,,,11,109,20,,,0,10,14,,,45,6,0,,,0,12,0,,,,,,,,,,,,,140,45,185,24,29,53,51,119,170,12,34,46,,,,,,,78,149,0,227,2017,18,19,32,33,36,37,25,27,POINT (144.955046 -37.8211),"-37.8211, 144.955046"
VIC,Melbourne,4445,-37.823025,144.97644,2,"Upstream direction [SE], Capital City Trail [NW]",143,323,323,143,,,,,,,,,836,,,,,162,,,,,,,,,,,,,,,,,,,,,,,,,836,162,998,162,836,998,,,,,,,,,,,,,242,754,2,998,2017,70,119,122,161,148,153,135,90,POINT (144.97644 -37.823025),"-37.823025, 144.97644"
VIC,Melbourne,4447,-37.823317,144.970126,4,"Linlithgow Ave [E], St Kilda Rd [S], Southbank Blvd [W], St Kilda Rd [N]",70,250,160,340,250,70,340,160,,,,,4,70,28,,,1,76,766,,,12,7,77,,,13,520,98,,,,,,,,,,,,,102,26,128,843,531,1374,96,244,340,631,871,1502,,,,,,,472,1199,1,1672,2017,83,124,149,177,291,294,309,245,POINT (144.970126 -37.823317),"-37.823317, 144.970126"
VIC,Melbourne,4449,-37.824209,144.952186,4,"South Wharf Prom [E], Capital City Trail [SE], Capital City Trail [W], Seafarers Bridge [N]",83,263,125,305,262,82,340,160,,,,,0,1,1,,,0,166,360,,,4,99,98,,,4,313,30,,,,,,,,,,,,,2,8,10,526,412,938,201,197,398,347,459,806,,,,,,,222,820,34,1076,2017,64,98,132,148,174,181,162,117,POINT (144.952186 -37.824209),"-37.824209, 144.952186"
VIC,Melbourne,4450,-37.825213,144.957006,5,"Whiteman St [NE], Clarendon St [S], Whiteman St [SW], Normanby Rd/Trail [SW], Clarendon St [N]",50,230,160,340,213,33,236,56,340,160,,,2,6,6,6,,4,1,1,71,,2,0,1,155,,18,1,0,316,,11,93,29,98,,,,,,,20,35,55,77,96,173,158,36,194,335,106,441,231,548,779,,,,213,608,0,821,2017,58,82,77,109,135,127,121,112,POINT (144.957006 -37.825213),"-37.825213, 144.957006"
VIC,Melbourne,4983,-37.810411,144.983541,4,"Clarendon St [N], Albert St [E], Clarendon St [S], Albert St [W]",7,187,98,278,187,7,279,99,,,,,1,255,125,,,6,41,247,,,45,6,113,,,3,22,96,,,,,,,,,,,,,381,54,435,294,29,323,164,392,556,121,485,606,,,,,,,302,658,0,960,2017,43,76,101,110,165,174,158,133,POINT (144.983541 -37.810411),"-37.810411, 144.983541"
VIC,Melbourne,4984,-37.788788,144.936034,4,"Carpark entrance opposite Stubbs St [N], Racecourse Rd [E], Stubbs St [S], Racecourse Rd [W]",7,187,98,278,189,9,278,98,,,,,0,2,1,,,0,3,39,,,0,9,0,,,0,122,2,,,,,,,,,,,,,3,0,3,42,131,173,9,7,16,124,40,164,,,,,,,52,125,1,178,2017,17,9,16,24,39,21,26,26,POINT (144.936034 -37.788788),"-37.788788, 144.936034"
VIC,Melbourne,4985,-37.787695,144.925278,4,"Clarence St [N], Racecourse Rd [E], Smithfield Rd [SW], Racecourse Rd [W]",8,188,98,278,233,53,277,97,,,,,1,1,1,,,1,24,4,,,0,19,2,,,0,51,0,,,,,,,,,,,,,3,1,4,29,71,100,21,25,46,51,7,58,,,,,,,20,82,2,104,2017,16,5,11,14,11,17,21,9,POINT (144.925278 -37.787695),"-37.787695, 144.925278"
VIC,Melbourne,4405,-37.793993,144.941956,3,"Melrose St [N], Melrose St [S], Mark St [W]",8,188,188,8,278,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,26,0,37,2018,1,3,5,6,3,10,6,3,POINT (144.941956 -37.793993),"-37.793993, 144.941956"
VIC,Melbourne,4411,-37.796627,144.951172,4,"Gatehouse St [NE], Flemington Rd [SE], Harker St [SW], Flemington Rd [NW]",45,225,135,315,225,45,315,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,370,17,517,2018,22,38,48,82,60,80,90,97,POINT (144.951172 -37.796627),"-37.796627, 144.951172"
VIC,Melbourne,4412,-37.799747,144.957474,4,"Royal Pde [N], Grattan St [E], Royal Pde (city) [S], Grattan St [W]",6,186,98,278,185,5,278,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433,758,1,1192,2018,55,74,112,147,156,166,253,229,POINT (144.957474 -37.799747),"-37.799747, 144.957474"
VIC,Melbourne,4416,-37.808155,144.968765,4,"Exhibition St [N], La Trobe St [E], Exhibition St [S], La Trobe St [W]",6,186,70,250,160,340,250,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,853,23,1240,2018,43,76,106,144,199,241,227,204,POINT (144.968765 -37.808155),"-37.808155, 144.968765"
VIC,Melbourne,4422,-37.80994,144.935898,4,"Upstream direction [N], Capital City Trail [E], Pearl River Rd [S], Footscray Rd bridge [W]",8,188,108,288,188,8,283,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,1369,0,1755,2018,113,143,208,271,348,277,223,172,POINT (144.935898 -37.80994),"-37.80994, 144.935898"
VIC,Melbourne,4423,-37.810334,144.961361,4,"La Trobe towards Exhibition St [E], Elizabeth St [S], La Trobe St [W], Elizabeth St [N]",70,250,160,340,250,70,340,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,682,0,936,2018,43,63,72,120,154,174,180,130,POINT (144.961361 -37.810334),"-37.810334, 144.961361"
VIC,Melbourne,4429,-37.812531,144.953873,4,"La Trobe [E], King St (city) [S], La Trobe St [W], King St [N]",70,250,160,340,250,70,340,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,525,0,681,2018,44,64,60,89,109,115,95,105,POINT (144.953873 -37.812531),"-37.812531, 144.953873"
VIC,Melbourne,4431,-37.813323,144.973964,4,"MacArthur St dogleg [NE], Spring St [S], Collins St [W], Spring St [N]",23,203,160,340,250,70,340,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,473,0,641,2018,25,46,64,57,124,102,106,117,POINT (144.973964 -37.813323),"-37.813323, 144.973964"
VIC,Melbourne,4433,-37.815089,144.944713,3,"La Trobe [E], Capital City Trail/Harbour Esp [S], Capital City Trail/Harbour Esp [N]",70,250,161,341,341,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,1379,0,1714,2018,129,121,193,252,285,284,271,179,POINT (144.944713 -37.815089),"-37.815089, 144.944713"
VIC,Melbourne,4434,-37.815277,144.974854,3,"Wellington Pde [E], Flinders St [W], Spring St [N]",98,278,250,70,340,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,170,0,243,2018,8,17,26,34,40,32,47,39,POINT (144.974854 -37.815277),"-37.815277, 144.974854"
VIC,Melbourne,4437,-37.818424,144.973917,3,"The footbridge [E], William Barak Footbridge [SE], Path to Swanston St [W]",86,266,113,293,267,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,832,0,1089,2018,82,68,124,159,184,186,174,112,POINT (144.973917 -37.818424),"-37.818424, 144.973917"
VIC,Melbourne,4438,-37.818619,144.970248,3,"Princes Walk [E], Low Path to river bank [SW], High Path to Swanston St [W]",85,265,245,65,278,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,869,1,1130,2018,74,86,135,167,185,191,178,114,POINT (144.970248 -37.818619),"-37.818619, 144.970248"
VIC,Melbourne,4440,-37.81992,144.96138,4,"Banana Alley [E], Queensbridge St [S], William St [W], Market St [N]",70,250,180,360,250,70,350,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,668,0,856,2018,48,64,103,110,138,140,134,119,POINT (144.96138 -37.81992),"-37.81992, 144.96138"
VIC,Melbourne,4441,-37.820346,144.957546,4,"Flinders St towards Spring St [E], King St [S], Flinders St [W], King St [N]",70,250,160,340,250,70,340,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,119,0,158,2018,14,14,16,16,30,28,24,16,POINT (144.957546 -37.820346),"-37.820346, 144.957546"
VIC,Melbourne,4454,-37.78757,144.939982,5,"Capital City Trail Ramp [NE], Flemington Rd [SE], Capital City Trail [SW], Mt Alexander Rd [N]",64,244,138,318,235,55,340,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,592,4,869,2018,80,65,98,143,170,99,111,103,POINT (144.939982 -37.78757),"-37.78757, 144.939982"
VIC,Melbourne,4409,-37.795421,144.93885,5,"Boundary Rd [N], Canning St [E], Macaulay Rd [SE], Boundary Rd [S], Macaulay Rd [W]",8,188,98,278,140,320,188,8,278,98,,,0,2,0,2,,0,0,0,3,,2,0,0,17,,1,0,0,0,,2,34,166,0,,,,,,,4,5,9,3,34,37,19,168,187,1,0,1,202,22,224,,,,74,152,3,229,2019,17,18,26,27,32,31,37,41,POINT (144.93885 -37.795421),"-37.795421, 144.93885"
VIC,Melbourne,4414,-37.804562,144.963226,4,"Swanston St [N], Queensberry St [E], Swanston St [S], Queensberry St [W]",8,188,98,278,188,8,278,98,,,,,22,362,3,,,8,32,129,,,153,9,26,,,10,170,125,,,,,,,,,,,,,387,171,558,169,201,370,188,519,707,305,158,463,,,,,,,382,664,3,1049,2019,32,78,97,96,136,186,223,201,POINT (144.963226 -37.804562),"-37.804562, 144.963226"
VIC,Melbourne,4416,-37.808155,144.968765,4,"Exhibition St [N], La Trobe St [E], Exhibition St [S], La Trobe St [W]",6,186,70,250,160,340,250,70,,,,,1,569,376,,,2,13,164,,,29,1,10,,,1,25,71,,,,,,,,,,,,,946,32,978,179,27,206,40,653,693,97,550,647,,,,,,,443,819,0,1262,2019,49,76,118,147,181,237,244,210,POINT (144.968765 -37.808155),"-37.808155, 144.968765"
VIC,Melbourne,4420,-37.809547,144.975632,4,"Gisborne St [N], Albert St [E], Gisborne St [S], Albert St (city) [W]",8,188,98,278,188,8,278,98,,,,,6,361,36,,,30,132,308,,,37,8,5,,,0,68,6,,,,,,,,,,,,,403,67,470,470,82,552,50,499,549,74,349,423,,,,,,,292,704,1,997,2019,48,64,107,125,153,168,171,161,POINT (144.975632 -37.809547),"-37.809547, 144.975632"
VIC,Melbourne,4421,-37.809612,144.963791,4,"La Trobe St [E], Swanston St (city) [S], La Trobe St [W], Swanston St [N]",70,250,160,340,250,70,340,160,,,,,87,422,8,,,26,19,263,,,159,34,9,,,37,470,29,,,,,,,,,,,,,517,222,739,308,591,899,202,470,672,536,280,816,,,,,,,523,1039,1,1563,2019,53,93,171,160,239,248,316,283,POINT (144.963791 -37.809612),"-37.809612, 144.963791"
VIC,Melbourne,4422,-37.80994,144.935898,4,"Upstream direction [N], Capital City Trail [E], Pearl River Rd [S], Footscray Rd bridge [W]",8,188,108,288,188,8,283,103,,,,,604,119,13,,,33,1,47,,,0,0,0,,,16,721,105,,,,,,,,,,,,,736,49,785,81,1325,1406,0,225,225,842,60,902,,,,,,,374,1260,25,1659,2019,113,163,186,229,259,293,238,178,POINT (144.935898 -37.80994),"-37.80994, 144.935898"
VIC,Melbourne,4425,-37.811039,144.958847,4,"La Trobe towards Exhibition St [E], Queen St [S], La Trobe St [W], Queen St [N]",70,250,160,340,250,70,340,160,,,,,62,354,14,,,2,2,5,,,193,15,2,,,2,62,5,,,,,,,,,,,,,430,197,627,9,139,148,210,361,571,69,21,90,,,,,,,186,532,0,718,2019,35,52,41,88,126,122,128,126,POINT (144.958847 -37.811039),"-37.811039, 144.958847"
VIC,Melbourne,4426,-37.811378,144.973053,3,"Spring St [S], Bourke St [W], Spring St [N]",160,340,250,70,340,160,,,,,,,6,38,,,,11,15,,,,131,87,,,,,,,,,,,,,,,,,,,44,142,186,26,93,119,218,53,271,,,,,,,,,,87,196,5,288,2019,16,20,16,31,38,42,61,64,POINT (144.973053 -37.811378),"-37.811378, 144.973053"
VIC,Melbourne,4431,-37.813323,144.973964,4,"MacArthur St dogleg [NE], Spring St [S], Collins St [W], Spring St [N]",23,203,160,340,250,70,340,160,,,,,65,426,13,,,5,13,51,,,24,3,9,,,6,84,9,,,,,,,,,,,,,504,35,539,69,152,221,36,448,484,99,73,172,,,,,,,195,507,6,708,2019,31,37,73,64,108,112,155,128,POINT (144.973964 -37.813323),"-37.813323, 144.973964"
VIC,Melbourne,4433,-37.815089,144.944713,3,"La Trobe [E], Capital City Trail/Harbour Esp [S], Capital City Trail/Harbour Esp [N]",70,250,161,341,341,161,,,,,,,87,13,,,,65,112,,,,311,1094,,,,,,,,,,,,,,,,,,,100,376,476,177,1181,1358,1405,125,1530,,,,,,,,,,375,1307,0,1682,2019,123,159,187,203,257,336,272,145,POINT (144.944713 -37.815089),"-37.815089, 144.944713"
VIC,Melbourne,4435,-37.816005,144.972394,4,"Flinders St [E], Batman Ave [SE], Flinders St [W], Exhibition St (city) [N]",70,250,146,326,250,70,340,160,,,,,3,80,6,,,78,17,415,,,53,5,27,,,4,31,48,,,,,,,,,,,,,89,135,224,510,39,549,85,145,230,83,448,531,,,,,,,176,590,1,767,2019,44,80,79,95,121,137,119,92,POINT (144.972394 -37.816005),"-37.816005, 144.972394"
VIC,Melbourne,4438,-37.818619,144.970248,3,"Princes Walk [E], Low Path to river bank [SW], High Path to Swanston St [W]",85,265,245,65,278,98,,,,,,,547,489,,,,101,12,,,,109,3,,,,,,,,,,,,,,,,,,,1036,210,1246,113,550,663,112,501,613,,,,,,,,,,271,990,0,1261,2019,97,117,139,179,190,190,175,174,POINT (144.970248 -37.818619),"-37.818619, 144.970248"
VIC,Melbourne,4441,-37.820346,144.957546,4,"Flinders St towards Spring St [E], King St [S], Flinders St [W], King St [N]",70,250,160,340,250,70,340,160,,,,,1,43,27,,,21,2,63,,,16,3,5,,,5,4,1,,,,,,,,,,,,,71,42,113,86,8,94,24,46,70,10,95,105,,,,,,,37,147,7,191,2019,9,15,15,35,30,38,20,29,POINT (144.957546 -37.820346),"-37.820346, 144.957546"
VIC,Melbourne,4446,-37.823105,144.977808,2,"Upstream direction [SE], Capital City Trail [NW]",143,323,323,143,,,,,,,,,1171,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,1171,72,1243,72,1171,1243,,,,,,,,,,,,,209,1034,0,1243,2019,88,117,159,188,219,172,181,119,POINT (144.977808 -37.823105),"-37.823105, 144.977808"
VIC,Melbourne,4447,-37.823317,144.970126,4,"Linlithgow Ave [E], St Kilda Rd [S], Southbank Blvd [W], St Kilda Rd [N]",70,250,160,340,250,70,340,160,,,,,11,59,45,,,13,28,703,,,18,25,54,,,12,480,82,,,,,,,,,,,,,115,43,158,744,516,1260,97,169,266,574,802,1376,,,,,,,429,1100,1,1530,2019,81,112,149,198,234,245,275,236,POINT (144.970126 -37.823317),"-37.823317, 144.970126"
VIC,Melbourne,4449,-37.824209,144.952186,4,"South Wharf Prom [E], Capital City Trail [SE], Capital City Trail [W], Seafarers Bridge [N]",83,263,125,305,262,82,340,160,,,,,1,0,1,,,2,129,395,,,0,52,53,,,0,319,9,,,,,,,,,,,,,2,2,4,526,372,898,105,138,243,328,449,777,,,,,,,212,748,1,961,2019,53,71,111,121,179,157,143,126,POINT (144.952186 -37.824209),"-37.824209, 144.952186"
VIC,Melbourne,4450,-37.825213,144.957006,5,"Whiteman St [NE], Clarendon St [S], Whiteman St [SW], Normanby Rd/Trail [SW], Clarendon St [N]",50,230,160,340,213,33,236,56,340,160,,,0,3,29,3,,3,0,2,208,,0,0,0,67,,15,3,0,435,,6,119,50,246,,,,,,,35,24,59,213,122,335,67,53,120,453,277,730,421,713,1134,,,,315,871,3,1189,2019,96,133,105,147,150,194,168,196,POINT (144.957006 -37.825213),"-37.825213, 144.957006"
VIC,Melbourne,4454,-37.78757,144.939982,5,"Capital City Trail Ramp [NE], Flemington Rd [SE], Capital City Trail [SW], Moonee Ponds Crk Trail [NW], Mt Alexander Rd [N]",64,244,138,318,235,55,300,120,340,160,,,5,427,0,23,,0,5,0,9,,61,4,1,16,,0,0,0,0,,36,37,193,34,,,,,,,455,97,552,14,46,60,82,625,707,0,35,35,300,48,348,,,,210,641,0,851,2019,65,81,107,135,159,124,108,72,POINT (144.939982 -37.78757),"-37.78757, 144.939982"
VIC,Melbourne,4405,-37.793993,144.941956,3,"Melrose St [N], Melrose St [S], Mark St [W]",8,188,188,8,278,98,,,,,,,12,2,,,,7,0,,,,3,0,,,,,,,,,,,,,,,,,,,14,10,24,7,12,19,3,2,5,,,,,,,,,,9,15,0,24,2017,4,3,2,5,0,3,2,5,POINT (144.941956 -37.793993),"-37.793993, 144.941956"
VIC,Melbourne,4412,-37.799747,144.957474,4,"Royal Pde [N], Grattan St [E], Royal Pde (city) [S], Grattan St [W]",6,186,98,278,185,5,278,98,,,,,94,801,21,,,24,10,190,,,14,6,3,,,36,132,23,,,,,,,,,,,,,916,74,990,224,232,456,23,834,857,191,214,405,,,,,,,475,859,20,1354,2017,64,92,105,160,185,192,240,316,POINT (144.957474 -37.799747),"-37.799747, 144.957474"
VIC,Melbourne,4413,-37.800289,144.943954,4,"Arden St towards Curzon St [E], Drvyburgh St [S], Arden St [W], Macaulay Rd [NW]",98,278,188,8,278,98,320,140,,,,,3,22,6,,,1,4,4,,,226,11,5,,,93,64,3,,,,,,,,,,,,,31,320,351,9,78,87,242,29,271,160,15,175,,,,,,,146,295,1,442,2017,18,30,53,48,96,61,87,49,POINT (144.943954 -37.800289),"-37.800289, 144.943954"
VIC,Melbourne,4414,-37.804562,144.963226,4,"Swanston St [N], Queensberry St [E], Swanston St [S], Queensberry St [W]",8,188,98,278,188,8,278,98,,,,,19,340,6,,,9,38,141,,,201,8,14,,,3,188,108,,,,,,,,,,,,,365,213,578,188,215,403,223,486,709,299,161,460,,,,,,,411,659,5,1075,2017,32,83,86,124,174,178,226,172,POINT (144.963226 -37.804562),"-37.804562, 144.963226"
VIC,Melbourne,4407,-37.79454,144.930987,4,"Macaulay Rd - east end [E], Eastwood St [S], Macaulay Rd [W], Eastwood St/Rankins Rd [N]",98,278,161,341,278,98,350,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,127,0,173,2018,11,25,19,22,25,32,28,11,POINT (144.93098700000002 -37.79454),"-37.79454, 144.930987"
VIC,Melbourne,4418,-37.809248,144.972971,4,"Nicholson St [N], Albert St [E], Nicholson St [S], Lonsdale St [W]",8,188,98,278,188,8,250,70,,,,,29,190,10,,,37,68,209,,,47,6,1,,,7,24,8,,,,,,,,,,,,,229,91,320,314,59,373,54,266,320,39,220,259,,,,,,,198,437,1,636,2017,28,37,61,89,103,107,109,102,POINT (144.972971 -37.809248),"-37.809248, 144.972971"
VIC,Melbourne,4421,-37.809612,144.963791,4,"La Trobe St [E], Swanston St (city) [S], La Trobe St [W], Swanston St [N]",70,250,160,340,250,70,340,160,,,,,63,352,5,,,17,35,288,,,137,31,8,,,0,481,20,,,,,,,,,,,,,420,154,574,340,575,915,176,407,583,501,301,802,,,,,,,440,863,134,1437,2017,52,97,130,167,235,273,260,223,POINT (144.963791 -37.809612),"-37.809612, 144.963791"
VIC,Melbourne,4422,-37.80994,144.935898,4,"Upstream direction [N], Capital City Trail [E], Pearl River Rd [S], Footscray Rd bridge [W]",8,188,108,288,188,8,283,103,,,,,563,163,20,,,36,0,58,,,6,2,13,,,35,728,113,,,,,,,,,,,,,746,77,823,94,1293,1387,21,276,297,876,91,967,,,,,,,368,1352,17,1737,2017,125,144,178,246,276,359,229,180,POINT (144.935898 -37.80994),"-37.80994, 144.935898"
VIC,Melbourne,4426,-37.811378,144.973053,3,"Spring St [S], Bourke St [W], Spring St [N]",160,340,250,70,340,160,,,,,,,7,50,,,,15,19,,,,167,80,,,,,,,,,,,,,,,,,,,57,182,239,34,87,121,247,69,316,,,,,,,,,,109,225,4,338,2017,15,16,33,46,49,58,61,60,POINT (144.973053 -37.811378),"-37.811378, 144.973053"
VIC,Melbourne,4433,-37.815089,144.944713,3,"La Trobe [E], Capital City Trail/Harbour Esp [S], Capital City Trail/Harbour Esp [N]",70,250,161,341,341,161,,,,,,,98,32,,,,56,136,,,,409,1171,,,,,,,,,,,,,,,,,,,130,465,595,192,1269,1461,1580,168,1748,,,,,,,,,,410,1492,0,1902,2017,118,148,199,285,301,338,312,201,POINT (144.944713 -37.815089),"-37.815089, 144.944713"
VIC,Melbourne,4438,-37.818619,144.970248,3,"Princes Walk [E], Low Path to river bank [SW], High Path to Swanston St [W]",85,265,245,65,278,98,,,,,,,457,490,,,,115,12,,,,109,7,,,,,,,,,,,,,,,,,,,947,224,1171,127,464,591,116,502,618,,,,,,,,,,281,904,5,1190,2017,69,108,132,160,193,173,188,167,POINT (144.970248 -37.818619),"-37.818619, 144.970248"
VIC,Melbourne,4440,-37.81992,144.96138,4,"Banana Alley [E], Queensbridge St [S], William St [W], Market St [N]",70,250,180,360,250,70,350,170,,,,,72,26,208,,,14,128,203,,,18,65,5,,,5,51,2,,,,,,,,,,,,,306,37,343,345,188,533,88,156,244,58,416,474,,,,,,,171,626,0,797,2017,42,69,97,87,109,155,119,119,POINT (144.96138 -37.81992),"-37.81992, 144.96138"
